order_id,order_date,customer_id,product_id,quantity,price,status,country
101,2024-03-01,40,1028,4,1674.92,Delivered,UK
102,2024-01-04,14,1004,3,2061.83,Shipped,Australia
103,2024-02-15,1,1025,3,1022.5,Returned,Australia
104,2024-02-14,24,1023,3,1540.7,Cancelled,Germany
105,2024-01-01,14,1025,3,1697.9,Cancelled,USA
106,2024-01-07,8,1020,4,1120.91,Cancelled,UK
107,2024-02-03,38,1026,2,1581.25,Cancelled,USA
108,2024-01-11,28,1009,4,1964.44,Cancelled,India
109,2024-01-27,23,1014,3,1300.9,Shipped,Germany
110,2024-01-30,12,1008,2,2335.2,Shipped,USA
111,2024-02-05,26,1004,5,2044.52,Returned,Australia
112,2024-02-26,25,1003,5,1035.09,Cancelled,USA
113,2024-01-07,37,1016,3,2080.76,Returned,Germany
114,2024-02-19,20,1015,3,244.76,Returned,India
115,2024-01-21,23,1004,3,1790.67,Delivered,Canada
116,2024-01-24,36,1012,1,2097.99,Cancelled,Australia
117,2024-02-06,27,1005,4,2488.47,Shipped,USA
118,2024-01-30,13,1008,1,1764.09,Shipped,Germany
119,2024-02-27,21,1029,5,1145.83,Returned,UK
120,2024-01-30,25,1017,4,1273.75,Cancelled,Australia
121,2024-01-28,23,1014,4,753.25,Delivered,India
122,2024-01-28,11,1020,1,592.68,Cancelled,USA
123,2024-02-10,21,1014,1,1514.94,Shipped,UK
124,2024-02-12,17,1014,2,276.72,Returned,Germany
125,2024-02-12,16,1011,2,1057.35,Returned,Canada
126,2024-01-03,20,1019,1,2177.55,Returned,India
127,2024-02-16,10,1003,4,1388.29,Returned,USA
128,2024-01-21,10,1026,1,1386.68,Returned,Australia
129,2024-01-18,18,1019,4,2144.66,Cancelled,Canada
130,2024-02-07,39,1025,3,1652.19,Shipped,Canada
131,2024-01-14,38,1028,5,1285.04,Shipped,USA
132,2024-02-09,22,1006,3,1819.96,Returned,UK
133,2024-01-07,32,1029,3,2199.25,Shipped,Germany
134,2024-01-31,1,1010,3,2173.14,Delivered,USA
135,2024-02-05,36,1013,2,653.31,Shipped,UK
136,2024-02-18,10,1017,1,824.84,Cancelled,Australia
137,2024-01-15,8,1013,5,1061.49,Delivered,UK
138,2024-01-23,25,1027,1,582.98,Shipped,India
139,2024-01-27,29,1002,2,2420.24,Returned,Canada
140,2024-02-05,37,1008,2,2062.65,Returned,Canada
141,2024-02-12,8,1018,1,2349.84,Returned,Canada
142,2024-01-20,30,1018,5,810.14,Returned,India
143,2024-02-20,8,1003,2,848.46,Returned,USA
144,2024-01-15,1,1030,2,473.37,Delivered,Canada
145,2024-01-10,5,1027,1,2078.14,Returned,Canada
146,2024-01-23,13,1017,1,2238.52,Returned,India
147,2024-02-10,35,1005,5,725.68,Cancelled,Canada
148,2024-01-11,7,1005,5,2359.9,Cancelled,Germany
149,2024-02-14,13,1026,2,1977.62,Returned,USA
150,2024-01-29,39,1025,4,2355.88,Shipped,Australia
151,2024-01-20,20,1026,2,1386.74,Delivered,Germany
152,2024-01-28,16,1014,2,407.03,Delivered,UK
153,2024-01-24,19,1029,4,1200.54,Returned,India
154,2024-01-04,1,1025,5,1118.95,Delivered,USA
155,2024-01-01,36,1017,4,1134.88,Cancelled,USA
156,2024-01-01,25,1027,2,484.96,Cancelled,India
157,2024-02-18,22,1023,4,1722.67,Returned,USA
158,2024-02-11,13,1016,4,1051.38,Shipped,Australia
159,2024-02-18,38,1010,1,1365.43,Returned,Canada
160,2024-01-27,37,1025,5,1199.9,Delivered,Canada
161,2024-02-06,36,1027,1,228.29,Returned,Australia
162,2024-01-27,40,1016,4,322.47,Delivered,USA
163,2024-01-08,32,1027,2,1095.48,Shipped,India
164,2024-01-16,37,1003,5,475.51,Cancelled,India
165,2024-01-13,9,1027,4,1963.09,Delivered,Canada
166,2024-01-26,23,1022,2,1722.48,Shipped,Australia
167,2024-01-20,31,1002,1,2344.06,Returned,UK
168,2024-02-24,36,1011,5,1258.52,Cancelled,Australia
169,2024-02-11,24,1004,2,2093.14,Cancelled,Germany
170,2024-02-14,14,1006,5,594.8,Delivered,USA
171,2024-02-25,14,1027,1,668.91,Shipped,Canada
172,2024-02-17,19,1012,1,1875.75,Cancelled,Germany
173,2024-01-24,2,1020,2,379.28,Delivered,Canada
174,2024-02-15,39,1006,3,552.49,Shipped,USA
175,2024-01-15,12,1003,5,861.11,Cancelled,Canada
176,2024-01-12,32,1001,3,990.0,Cancelled,Australia
177,2024-01-13,13,1004,1,1860.09,Shipped,UK
178,2024-01-01,11,1015,3,720.15,Delivered,Australia
179,2024-02-14,24,1002,2,388.23,Cancelled,UK
180,2024-02-11,17,1006,4,1270.06,Delivered,Australia
181,2024-02-06,23,1016,4,1042.56,Returned,Germany
182,2024-02-21,5,1029,2,2413.19,Shipped,USA
183,2024-02-04,30,1008,4,1064.11,Shipped,Canada
184,2024-02-14,4,1015,5,1729.54,Cancelled,USA
185,2024-01-02,17,1014,3,1703.18,Shipped,USA
186,2024-02-12,8,1011,2,1834.4,Shipped,India
187,2024-01-12,33,1019,1,1690.28,Cancelled,USA
188,2024-02-23,1,1018,4,2456.21,Cancelled,UK
189,2024-01-19,12,1021,3,2472.39,Delivered,Australia
190,2024-02-19,2,1029,4,2016.42,Returned,USA
191,2024-01-04,2,1017,2,882.03,Shipped,USA
192,2024-02-21,26,1019,3,1501.69,Cancelled,USA
193,2024-01-08,27,1007,5,955.82,Returned,Australia
194,2024-02-03,24,1013,3,1145.38,Returned,Australia
195,2024-02-26,1,1016,3,1059.07,Delivered,Australia
196,2024-01-01,18,1007,3,1337.37,Cancelled,Canada
197,2024-02-24,15,1021,2,1689.84,Delivered,Canada
198,2024-01-13,24,1020,1,2008.52,Shipped,India
199,2024-01-25,3,1023,3,1300.91,Shipped,Australia
200,2024-02-07,34,1010,3,244.85,Delivered,Canada
201,2024-01-06,6,1012,4,1337.46,Delivered,Germany
202,2024-01-26,1,1007,3,1834.73,Shipped,Germany
203,2024-02-20,13,1025,2,1964.57,Shipped,Australia
204,2024-01-03,26,1018,2,2360.57,Cancelled,India
205,2024-01-16,11,1029,2,1840.94,Cancelled,USA
206,2024-02-23,38,1004,4,2382.22,Shipped,Canada
207,2024-02-19,13,1021,4,1759.14,Delivered,Canada
208,2024-02-23,37,1016,5,1194.8,Cancelled,Germany
209,2024-02-06,21,1015,3,782.66,Returned,Germany
210,2024-02-13,36,1025,2,635.42,Cancelled,UK
211,2024-01-12,22,1029,4,2368.47,Returned,Australia
212,2024-02-23,26,1026,1,2447.4,Cancelled,Canada
213,2024-01-02,19,1002,1,1913.46,Cancelled,USA
214,2024-01-21,37,1024,3,1384.96,Cancelled,Australia
215,2024-01-02,19,1009,2,1920.36,Returned,Canada
216,2024-02-17,29,1027,4,388.7,Delivered,Australia
217,2024-01-13,16,1025,4,1359.49,Shipped,UK
218,2024-01-26,11,1009,2,2251.55,Cancelled,Germany
219,2024-01-04,7,1003,3,1297.06,Returned,UK
220,2024-02-25,9,1010,1,2176.95,Shipped,Canada
221,2024-01-15,24,1027,4,1528.01,Shipped,UK
222,2024-01-18,11,1016,2,727.26,Shipped,USA
223,2024-02-24,15,1004,3,553.68,Shipped,India
224,2024-02-08,40,1017,1,697.22,Delivered,India
225,2024-01-12,34,1009,3,306.98,Delivered,Germany
226,2024-03-01,37,1029,5,2491.23,Cancelled,Australia
227,2024-02-03,26,1017,2,2194.76,Returned,UK
228,2024-02-09,14,1004,1,1987.51,Returned,Canada
229,2024-02-01,17,1005,3,2252.65,Delivered,UK
230,2024-02-25,18,1001,4,1741.29,Cancelled,India
231,2024-01-10,24,1015,4,1802.13,Returned,Germany
232,2024-01-26,36,1009,2,1880.09,Delivered,UK
233,2024-03-01,30,1021,5,233.72,Cancelled,USA
234,2024-02-03,13,1001,2,2325.56,Delivered,Australia
235,2024-02-14,22,1008,1,898.69,Shipped,USA
236,2024-02-23,18,1015,5,711.34,Cancelled,Canada
237,2024-01-09,29,1004,5,632.19,Returned,Germany
238,2024-01-23,13,1016,1,2102.6,Shipped,India
239,2024-01-06,29,1021,3,347.44,Delivered,USA
240,2024-02-14,32,1010,1,1571.43,Delivered,Canada
241,2024-01-02,22,1007,5,1661.68,Returned,Germany
242,2024-01-26,8,1028,4,2270.02,Delivered,India
243,2024-02-15,23,1020,4,1334.23,Cancelled,UK
244,2024-01-28,25,1008,3,2346.36,Shipped,USA
245,2024-01-22,19,1021,4,1479.94,Cancelled,USA
246,2024-01-20,12,1025,4,1485.88,Shipped,USA
247,2024-01-05,5,1024,5,1342.04,Returned,Canada
248,2024-02-27,26,1009,1,2230.76,Delivered,Australia
249,2024-01-03,37,1017,3,621.03,Cancelled,Australia
250,2024-01-06,39,1022,2,1755.25,Cancelled,Germany
251,2024-01-27,39,1001,5,217.29,Delivered,India
252,2024-02-01,40,1007,4,596.08,Cancelled,Canada
253,2024-01-11,32,1026,1,634.55,Cancelled,Australia
254,2024-02-24,23,1028,5,1175.61,Cancelled,USA
255,2024-02-12,3,1012,5,2087.99,Shipped,Germany
256,2024-02-15,8,1025,3,906.35,Returned,UK
257,2024-02-24,25,1005,4,810.25,Shipped,India
258,2024-02-11,13,1025,5,2354.25,Returned,Canada
259,2024-01-02,37,1004,5,1781.53,Cancelled,USA
260,2024-02-19,14,1002,2,603.04,Shipped,USA
261,2024-01-31,26,1018,1,1932.43,Shipped,India
262,2024-01-21,38,1019,3,2385.36,Returned,India
263,2024-02-29,37,1008,1,1775.92,Shipped,Germany
264,2024-01-16,5,1013,5,831.21,Delivered,Canada
265,2024-02-21,8,1027,3,2046.67,Returned,Germany
266,2024-02-21,16,1017,1,888.78,Returned,USA
267,2024-01-16,13,1002,5,1365.86,Returned,Canada
268,2024-02-09,8,1017,3,1865.6,Cancelled,Germany
269,2024-02-19,31,1027,2,2397.67,Returned,USA
270,2024-01-24,14,1022,5,281.31,Returned,Canada
271,2024-02-18,29,1028,5,922.36,Cancelled,Australia
272,2024-01-28,20,1009,1,2016.06,Shipped,India
273,2024-01-02,11,1010,2,2297.66,Cancelled,Australia
274,2024-02-21,39,1023,1,2248.46,Cancelled,India
275,2024-01-21,34,1021,3,569.8,Cancelled,Canada
276,2024-02-09,9,1007,2,215.79,Delivered,Canada
277,2024-02-12,37,1012,3,1076.21,Shipped,India
278,2024-02-16,16,1012,1,733.66,Delivered,India
279,2024-01-16,14,1019,1,1953.19,Returned,Australia
280,2024-01-28,19,1007,1,2256.6,Shipped,UK
281,2024-01-12,25,1017,2,1554.67,Delivered,UK
282,2024-02-21,10,1009,5,1774.11,Shipped,Germany
283,2024-02-14,17,1021,1,872.67,Delivered,Germany
284,2024-01-26,33,1030,3,319.78,Shipped,Australia
285,2024-02-18,30,1021,5,669.4,Delivered,UK
286,2024-01-28,22,1024,1,327.1,Cancelled,Australia
287,2024-02-07,27,1024,5,1536.73,Cancelled,UK
288,2024-02-19,19,1014,5,1426.4,Returned,Germany
289,2024-02-20,32,1024,3,1331.91,Cancelled,Canada
290,2024-02-16,6,1027,5,2013.32,Cancelled,Germany
291,2024-01-09,32,1005,5,217.09,Delivered,India
292,2024-01-03,19,1029,4,1327.99,Shipped,Germany
293,2024-01-14,6,1013,3,1514.84,Delivered,Canada
294,2024-02-26,14,1006,1,630.09,Cancelled,UK
295,2024-01-17,19,1009,3,616.73,Shipped,Australia
296,2024-01-24,24,1027,3,2421.03,Shipped,UK
297,2024-02-10,11,1011,5,1487.82,Shipped,Germany
298,2024-01-24,9,1021,4,1889.19,Delivered,India
299,2024-01-06,4,1020,1,2003.78,Cancelled,India
300,2024-01-20,32,1002,4,1027.1,Cancelled,Canada
301,2024-02-03,21,1012,1,1832.11,Delivered,India
302,2024-02-23,34,1016,2,2088.17,Returned,Canada
303,2024-02-09,22,1023,2,1607.91,Returned,UK
304,2024-01-23,8,1005,3,378.37,Shipped,UK
305,2024-02-09,37,1022,4,2370.31,Shipped,USA
306,2024-01-22,26,1021,4,609.64,Returned,India
307,2024-01-23,5,1024,4,1251.16,Cancelled,Germany
308,2024-01-11,39,1018,5,1952.12,Delivered,USA
309,2024-02-18,32,1012,1,2197.25,Returned,UK
310,2024-01-08,36,1006,5,2017.17,Shipped,Canada
311,2024-01-12,6,1018,2,213.63,Delivered,UK
312,2024-01-20,9,1017,4,1789.24,Shipped,India
313,2024-02-03,11,1026,3,581.81,Delivered,USA
314,2024-01-16,11,1004,5,1892.05,Shipped,Australia
315,2024-02-29,26,1023,3,2383.37,Delivered,Australia
316,2024-01-02,10,1022,5,2029.16,Shipped,UK
317,2024-01-07,29,1027,1,2380.31,Cancelled,India
318,2024-01-11,35,1007,4,1389.77,Cancelled,Canada
319,2024-01-28,34,1004,4,1378.11,Delivered,UK
320,2024-02-04,20,1001,3,1104.24,Shipped,India
321,2024-02-24,40,1022,1,1394.46,Cancelled,Germany
322,2024-02-22,18,1026,2,390.76,Delivered,India
323,2024-02-19,7,1020,3,1600.66,Shipped,Australia
324,2024-02-16,13,1025,2,2023.06,Shipped,India
325,2024-01-12,15,1001,4,1601.6,Shipped,USA
326,2024-01-11,23,1003,1,884.92,Shipped,UK
327,2024-01-16,18,1018,5,422.88,Shipped,UK
328,2024-01-06,4,1025,3,1652.86,Delivered,Germany
329,2024-01-06,22,1025,3,1386.84,Delivered,UK
330,2024-01-07,33,1016,3,527.43,Cancelled,Germany
331,2024-02-21,14,1002,4,257.24,Returned,Australia
332,2024-01-24,21,1012,4,1065.68,Cancelled,UK
333,2024-02-25,4,1030,5,652.76,Shipped,UK
334,2024-02-26,33,1008,3,2291.95,Cancelled,Canada
335,2024-01-08,39,1028,4,1666.94,Shipped,Australia
336,2024-02-26,35,1017,3,1381.07,Shipped,UK
337,2024-01-08,19,1027,2,1313.89,Delivered,Germany
338,2024-01-28,9,1017,2,445.11,Shipped,UK
339,2024-01-16,19,1025,5,199.56,Cancelled,UK
340,2024-01-14,14,1025,1,1614.5,Delivered,UK
341,2024-01-15,13,1016,1,965.14,Delivered,USA
342,2024-01-28,39,1028,3,1927.43,Cancelled,UK
343,2024-01-02,26,1029,1,1337.38,Cancelled,India
344,2024-02-11,22,1026,2,1353.25,Returned,Canada
345,2024-01-31,17,1024,4,1210.24,Returned,UK
346,2024-02-10,26,1007,5,1611.21,Shipped,Canada
347,2024-02-13,8,1018,5,467.54,Delivered,UK
348,2024-02-15,15,1003,4,246.75,Shipped,Germany
349,2024-02-03,34,1023,5,2495.41,Delivered,Australia
350,2024-02-06,10,1022,2,2031.47,Cancelled,USA
351,2024-01-24,31,1003,4,1705.77,Returned,USA
352,2024-01-07,39,1030,3,1114.14,Shipped,India
353,2024-01-15,21,1003,4,2426.51,Cancelled,Australia
354,2024-02-19,7,1027,1,1667.59,Shipped,USA
355,2024-01-06,30,1018,4,472.88,Returned,UK
356,2024-01-08,38,1022,1,202.36,Shipped,India
357,2024-02-09,18,1010,5,1825.9,Delivered,USA
358,2024-01-05,14,1001,2,2451.59,Delivered,India
359,2024-02-24,34,1009,3,557.13,Delivered,Australia
360,2024-02-02,21,1007,2,420.06,Shipped,Canada
361,2024-02-09,17,1025,5,699.2,Shipped,USA
362,2024-01-27,7,1026,1,956.53,Delivered,Germany
363,2024-02-24,3,1023,1,1646.51,Delivered,India
364,2024-01-27,31,1011,2,224.96,Cancelled,Australia
365,2024-02-17,19,1001,2,1966.88,Cancelled,Germany
366,2024-02-24,31,1023,2,1828.38,Shipped,UK
367,2024-03-01,37,1023,4,2156.9,Delivered,UK
368,2024-01-06,25,1001,4,2182.33,Cancelled,India
369,2024-02-04,35,1023,1,1199.75,Shipped,Germany
370,2024-01-20,1,1002,1,1006.23,Returned,India
371,2024-02-02,5,1012,1,2378.76,Returned,USA
372,2024-03-01,7,1005,5,1283.47,Returned,Canada
373,2024-01-20,8,1009,5,341.59,Returned,Canada
374,2024-02-28,2,1028,1,1766.9,Cancelled,USA
375,2024-02-05,40,1024,3,1982.17,Cancelled,India
376,2024-01-17,7,1030,4,1516.93,Cancelled,Canada
377,2024-01-21,25,1030,5,1431.02,Cancelled,Canada
378,2024-01-17,26,1008,3,1203.05,Cancelled,USA
379,2024-02-24,32,1015,1,973.66,Delivered,Germany
380,2024-02-05,3,1013,4,979.5,Returned,Germany
381,2024-02-12,5,1030,3,982.21,Delivered,Canada
382,2024-01-31,23,1003,5,482.93,Delivered,Germany
383,2024-02-26,3,1023,4,2075.31,Cancelled,UK
384,2024-02-10,36,1025,1,906.74,Cancelled,USA
385,2024-02-19,3,1018,4,1651.32,Shipped,India
386,2024-02-29,40,1005,2,670.78,Returned,Australia
387,2024-01-23,15,1023,4,2282.96,Cancelled,India
388,2024-01-20,1,1028,5,1465.59,Delivered,Canada
389,2024-01-31,19,1001,2,1549.82,Delivered,Australia
390,2024-01-20,1,1014,3,253.98,Shipped,Canada
391,2024-01-09,16,1003,2,1973.7,Cancelled,Canada
392,2024-02-18,39,1002,5,2301.28,Shipped,USA
393,2024-02-16,4,1006,5,204.94,Returned,Canada
394,2024-01-12,31,1021,5,1672.79,Delivered,USA
395,2024-02-20,30,1028,1,2304.74,Cancelled,Canada
396,2024-01-24,13,1009,4,375.33,Delivered,Australia
397,2024-01-08,19,1028,5,2206.38,Delivered,Germany
398,2024-02-03,24,1017,1,955.29,Shipped,Germany
399,2024-02-17,11,1028,5,2049.72,Shipped,Germany
400,2024-02-20,5,1030,2,1693.37,Returned,Germany
